searchDate,queriedStationId,arrivalDate,depatureDate,routeId,vehId,stationId
2025-11-15,206000908,2025-11-15 17:53,2025-11-15 17:53,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 18:09,2025-11-15 18:09,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 18:16,2025-11-15 18:16,241219001,289001440,206000908
2025-11-15,206000908,,2025-11-15 18:27,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 18:35,2025-11-15 18:36,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 18:43,2025-11-15 18:43,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 18:55,2025-11-15 18:55,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 19:06,2025-11-15 19:06,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 19:07,2025-11-15 19:07,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 19:18,2025-11-15 19:19,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 19:33,2025-11-15 19:33,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 19:46,2025-11-15 19:47,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 19:53,2025-11-15 19:53,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 19:59,2025-11-15 19:59,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 20:09,2025-11-15 20:09,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 20:19,2025-11-15 20:19,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 20:34,2025-11-15 20:34,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 20:36,2025-11-15 20:36,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 20:51,2025-11-15 20:51,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 21:04,2025-11-15 21:05,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 21:14,2025-11-15 21:14,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 21:14,2025-11-15 21:14,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 21:25,2025-11-15 21:25,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 21:39,2025-11-15 21:39,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 21:48,2025-11-15 21:48,241219001,289001430,206000908
2025-11-15,206000908,2025-11-15 21:56,2025-11-15 21:56,241219001,289001440,206000908
2025-11-15,206000908,2025-11-15 22:12,2025-11-15 22:13,241219001,289003843,206000908
2025-11-15,206000908,2025-11-15 22:27,2025-11-15 22:27,241219001,289001430,206000908
2025-11-15,206000304,,2025-11-15 06:58,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 07:10,2025-11-15 07:10,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 07:16,2025-11-15 07:16,241219001,289003843,206000304
2025-11-15,206000304,,2025-11-15 07:28,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 07:38,2025-11-15 07:38,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 07:48,2025-11-15 07:48,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 07:59,2025-11-15 07:59,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 08:07,2025-11-15 08:08,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 08:19,2025-11-15 08:19,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 08:26,2025-11-15 08:27,241219001,289003843,206000304
2025-11-15,206000304,,2025-11-15 08:40,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 08:46,2025-11-15 08:46,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 09:00,2025-11-15 09:00,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 09:07,2025-11-15 09:07,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 09:18,2025-11-15 09:18,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 09:27,2025-11-15 09:27,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 09:38,2025-11-15 09:38,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 09:48,2025-11-15 09:49,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 09:57,2025-11-15 09:58,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 10:06,2025-11-15 10:06,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 10:18,2025-11-15 10:18,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 10:27,2025-11-15 10:27,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 10:38,2025-11-15 10:39,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 10:47,2025-11-15 10:47,241219001,289001430,206000304
2025-11-15,206000304,,2025-11-15 11:01,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 11:07,2025-11-15 11:08,241219001,289001430,206000304
2025-11-15,206000304,,2025-11-15 11:19,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 11:27,2025-11-15 11:27,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 11:38,2025-11-15 11:39,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 11:47,2025-11-15 11:47,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 11:58,2025-11-15 11:58,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 12:07,2025-11-15 12:07,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 12:19,2025-11-15 12:19,241219001,289001440,206000304
2025-11-15,206000304,,2025-11-15 12:33,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 12:40,2025-11-15 12:40,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 12:52,2025-11-15 12:52,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 13:02,2025-11-15 13:02,241219001,289001440,206000304
2025-11-15,206000304,,2025-11-15 13:10,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 13:18,2025-11-15 13:18,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 13:29,2025-11-15 13:29,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 13:37,2025-11-15 13:37,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 13:48,2025-11-15 13:48,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 13:57,2025-11-15 13:58,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 14:06,2025-11-15 14:07,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 14:18,2025-11-15 14:18,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 14:27,2025-11-15 14:27,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 14:36,2025-11-15 14:37,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 14:47,2025-11-15 14:48,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 14:58,2025-11-15 14:58,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 15:04,2025-11-15 15:04,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 15:17,2025-11-15 15:17,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 15:23,2025-11-15 15:24,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 15:37,2025-11-15 15:37,241219001,289001430,206000304
2025-11-15,206000304,,2025-11-15 15:46,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 15:58,2025-11-15 15:58,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 16:06,2025-11-15 16:07,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 16:17,2025-11-15 16:18,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 16:26,2025-11-15 16:26,241219001,289001430,206000304
2025-11-15,206000304,,2025-11-15 16:40,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 16:49,2025-11-15 16:49,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 17:01,2025-11-15 17:01,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 17:07,2025-11-15 17:08,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 17:19,2025-11-15 17:19,241219001,289001440,206000304
2025-11-15,206000304,,2025-11-15 17:28,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 17:37,2025-11-15 17:38,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 17:49,2025-11-15 17:49,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 17:58,2025-11-15 17:58,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 18:10,2025-11-15 18:10,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 18:19,2025-11-15 18:19,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 18:28,2025-11-15 18:28,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 18:40,2025-11-15 18:40,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 18:48,2025-11-15 18:48,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 18:57,2025-11-15 18:58,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 19:09,2025-11-15 19:09,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 19:16,2025-11-15 19:16,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 19:27,2025-11-15 19:28,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 19:37,2025-11-15 19:37,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 19:48,2025-11-15 19:49,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 19:57,2025-11-15 19:57,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 20:06,2025-11-15 20:06,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 20:16,2025-11-15 20:16,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 20:27,2025-11-15 20:27,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 20:37,2025-11-15 20:37,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 20:46,2025-11-15 20:46,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 20:55,2025-11-15 20:55,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 21:06,2025-11-15 21:06,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 21:17,2025-11-15 21:17,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 21:25,2025-11-15 21:26,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 21:36,2025-11-15 21:36,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 21:46,2025-11-15 21:46,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 21:55,2025-11-15 21:55,241219001,289001430,206000304
2025-11-15,206000304,2025-11-15 22:01,2025-11-15 22:01,241219001,289001440,206000304
2025-11-15,206000304,2025-11-15 22:15,2025-11-15 22:15,241219001,289003843,206000304
2025-11-15,206000304,2025-11-15 22:30,2025-11-15 22:31,241219001,289001430,206000304
2025-11-15,206000303,2025-11-15 06:59,2025-11-15 06:59,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 07:10,2025-11-15 07:11,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 07:17,2025-11-15 07:17,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 07:28,2025-11-15 07:29,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 07:39,2025-11-15 07:39,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 07:49,2025-11-15 07:49,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 08:00,2025-11-15 08:00,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 08:08,2025-11-15 08:08,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 08:20,2025-11-15 08:20,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 08:27,2025-11-15 08:27,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 08:40,2025-11-15 08:41,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 08:47,2025-11-15 08:47,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 09:00,2025-11-15 09:00,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 09:08,2025-11-15 09:08,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 09:19,2025-11-15 09:19,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 09:28,2025-11-15 09:28,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 09:39,2025-11-15 09:39,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 09:49,2025-11-15 09:50,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 09:58,2025-11-15 09:59,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 10:06,2025-11-15 10:06,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 10:18,2025-11-15 10:19,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 10:28,2025-11-15 10:29,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 10:39,2025-11-15 10:39,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 10:48,2025-11-15 10:48,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 11:01,2025-11-15 11:02,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 11:08,2025-11-15 11:08,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 11:20,2025-11-15 11:20,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 11:28,2025-11-15 11:28,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 11:39,2025-11-15 11:39,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 11:48,2025-11-15 11:48,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 11:59,2025-11-15 11:59,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 12:08,2025-11-15 12:08,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 12:20,2025-11-15 12:20,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 12:34,2025-11-15 12:34,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 12:40,2025-11-15 12:41,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 12:53,2025-11-15 12:53,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 13:02,2025-11-15 13:03,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 13:11,2025-11-15 13:11,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 13:19,2025-11-15 13:19,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 13:30,2025-11-15 13:30,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 13:38,2025-11-15 13:38,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 13:48,2025-11-15 13:49,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 13:58,2025-11-15 13:59,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 14:07,2025-11-15 14:08,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 14:19,2025-11-15 14:19,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 14:28,2025-11-15 14:28,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 14:37,2025-11-15 14:38,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 14:48,2025-11-15 14:49,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 14:59,2025-11-15 14:59,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 15:05,2025-11-15 15:05,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 15:18,2025-11-15 15:18,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 15:24,2025-11-15 15:24,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 15:38,2025-11-15 15:38,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 15:46,2025-11-15 15:47,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 15:59,2025-11-15 15:59,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 16:07,2025-11-15 16:08,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 16:18,2025-11-15 16:18,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 16:27,2025-11-15 16:27,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 16:41,2025-11-15 16:41,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 16:50,2025-11-15 16:50,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 17:02,2025-11-15 17:02,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 17:08,2025-11-15 17:08,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 17:19,2025-11-15 17:20,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 17:29,2025-11-15 17:29,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 17:38,2025-11-15 17:38,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 17:50,2025-11-15 17:50,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 17:59,2025-11-15 17:59,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 18:11,2025-11-15 18:11,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 18:20,2025-11-15 18:20,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 18:29,2025-11-15 18:29,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 18:41,2025-11-15 18:41,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 18:49,2025-11-15 18:50,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 18:58,2025-11-15 18:59,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 19:10,2025-11-15 19:10,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 19:17,2025-11-15 19:17,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 19:28,2025-11-15 19:29,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 19:38,2025-11-15 19:38,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 19:49,2025-11-15 19:50,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 19:57,2025-11-15 19:57,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 20:07,2025-11-15 20:07,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 20:17,2025-11-15 20:17,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 20:28,2025-11-15 20:28,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 20:37,2025-11-15 20:38,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 20:47,2025-11-15 20:47,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 20:56,2025-11-15 20:56,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 21:07,2025-11-15 21:07,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 21:17,2025-11-15 21:17,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 21:26,2025-11-15 21:26,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 21:36,2025-11-15 21:36,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 21:47,2025-11-15 21:47,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 21:56,2025-11-15 21:56,241219001,289001430,206000303
2025-11-15,206000303,2025-11-15 22:02,2025-11-15 22:02,241219001,289001440,206000303
2025-11-15,206000303,2025-11-15 22:15,2025-11-15 22:16,241219001,289003843,206000303
2025-11-15,206000303,2025-11-15 22:31,2025-11-15 22:32,241219001,289001430,206000303
2025-11-15,206000808,2025-11-15 07:00,2025-11-15 07:00,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 07:12,2025-11-15 07:12,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 07:18,2025-11-15 07:18,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 07:30,2025-11-15 07:30,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 07:42,2025-11-15 07:42,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 07:51,2025-11-15 07:51,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 08:03,2025-11-15 08:03,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 08:09,2025-11-15 08:09,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 08:21,2025-11-15 08:21,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 08:30,2025-11-15 08:30,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 08:42,2025-11-15 08:42,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 08:48,2025-11-15 08:49,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 09:03,2025-11-15 09:03,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 09:09,2025-11-15 09:09,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 09:21,2025-11-15 09:21,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 09:30,2025-11-15 09:30,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 09:42,2025-11-15 09:42,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 09:51,2025-11-15 09:51,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 10:00,2025-11-15 10:00,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 10:09,2025-11-15 10:09,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 10:21,2025-11-15 10:21,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 10:30,2025-11-15 10:30,241219001,289001440,206000808
2025-11-15,206000808,2025-11-15 10:42,2025-11-15 10:42,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 10:51,2025-11-15 10:51,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 11:03,2025-11-15 11:03,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 11:09,2025-11-15 11:10,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 11:21,2025-11-15 11:21,241219001,289003843,206000808
2025-11-15,206000808,2025-11-15 11:30,2025-11-15 11:30,241219001,289001430,206000808
2025-11-15,206000808,2025-11-15 11:42,2025-11-15 11:42,241219001,289001440,206000808
