arrivalDate,day_of_week,is_weekend,is_commute,hour,minute,trip_id,vehicle,station,road_id,bus_line
2025-11-01 10:24:00,5,1,0,10,24,6,0,8,5,1
2025-11-01 10:25:00,5,1,0,10,25,6,0,9,5,1
2025-11-01 10:26:00,5,1,0,10,26,6,0,10,6,1
2025-11-01 10:27:00,5,1,0,10,27,6,0,11,6,1
2025-11-01 10:29:00,5,1,0,10,29,6,0,12,6,1
2025-11-01 10:30:00,5,1,0,10,30,6,0,13,7,1
2025-11-01 10:33:00,5,1,0,10,33,6,0,14,7,0
2025-11-01 10:33:00,5,1,0,10,33,6,0,15,8,0
2025-11-01 10:34:00,5,1,0,10,34,6,0,16,8,0
2025-11-01 10:34:00,5,1,0,10,34,6,0,17,8,0
2025-11-01 10:35:00,5,1,0,10,35,6,0,18,9,0
2025-11-01 10:36:00,5,1,0,10,36,6,0,19,9,0
2025-11-01 10:36:00,5,1,0,10,36,6,0,21,11,0
2025-11-01 10:37:00,5,1,0,10,37,6,0,20,10,0
2025-11-01 10:47:00,5,1,0,10,47,7,0,2,2,1
2025-11-01 10:47:00,5,1,0,10,47,7,0,3,2,1
2025-11-01 10:48:00,5,1,0,10,48,7,0,4,3,1
2025-11-01 10:49:00,5,1,0,10,49,7,0,5,3,1
2025-11-01 10:49:00,5,1,0,10,49,7,0,6,4,1
2025-11-01 10:51:00,5,1,0,10,51,7,0,7,4,1
2025-11-01 10:51:00,5,1,0,10,51,7,0,8,5,1
2025-11-01 10:52:00,5,1,0,10,52,7,0,9,5,1
2025-11-01 10:53:00,5,1,0,10,53,7,0,10,6,1
2025-11-01 10:54:00,5,1,0,10,54,7,0,11,6,1
2025-11-01 10:54:00,5,1,0,10,54,7,0,12,6,1
2025-11-01 10:56:00,5,1,0,10,56,7,0,13,7,1
2025-11-01 10:57:00,5,1,0,10,57,7,0,14,7,0
2025-11-01 10:57:00,5,1,0,10,57,7,0,15,8,0
2025-11-01 10:58:00,5,1,0,10,58,7,0,16,8,0
2025-11-01 10:58:00,5,1,0,10,58,7,0,17,8,0
2025-11-01 10:59:00,5,1,0,10,59,7,0,18,9,0
2025-11-01 11:00:00,5,1,0,11,0,7,0,19,9,0
2025-11-01 11:01:00,5,1,0,11,1,7,0,20,10,0
2025-11-01 11:06:00,5,1,0,11,6,8,0,2,2,1
2025-11-01 11:06:00,5,1,0,11,6,8,0,3,2,1
2025-11-01 11:09:00,5,1,0,11,9,8,0,4,3,1
2025-11-01 11:10:00,5,1,0,11,10,8,0,5,3,1
2025-11-01 11:10:00,5,1,0,11,10,8,0,6,4,1
2025-11-01 11:12:00,5,1,0,11,12,8,0,7,4,1
2025-11-01 11:12:00,5,1,0,11,12,8,0,8,5,1
2025-11-01 11:13:00,5,1,0,11,13,8,0,9,5,1
2025-11-01 11:14:00,5,1,0,11,14,8,0,10,6,1
2025-11-01 11:15:00,5,1,0,11,15,8,0,11,6,1
2025-11-01 11:17:00,5,1,0,11,17,8,0,12,6,1
2025-11-01 11:18:00,5,1,0,11,18,8,0,13,7,1
2025-11-01 11:18:00,5,1,0,11,18,8,0,14,7,0
2025-11-01 11:19:00,5,1,0,11,19,8,0,15,8,0
2025-11-01 11:19:00,5,1,0,11,19,8,0,16,8,0
2025-11-01 11:20:00,5,1,0,11,20,8,0,17,8,0
2025-11-01 11:20:00,5,1,0,11,20,8,0,18,9,0
2025-11-01 11:21:00,5,1,0,11,21,8,0,19,9,0
2025-11-01 11:22:00,5,1,0,11,22,8,0,20,10,0
2025-11-01 11:23:00,5,1,0,11,23,8,0,21,11,0
2025-11-01 11:26:00,5,1,0,11,26,9,0,2,2,1
2025-11-01 11:27:00,5,1,0,11,27,9,0,3,2,1
2025-11-01 11:30:00,5,1,0,11,30,9,0,4,3,1
2025-11-01 11:31:00,5,1,0,11,31,9,0,5,3,1
2025-11-01 11:31:00,5,1,0,11,31,9,0,6,4,1
2025-11-01 11:33:00,5,1,0,11,33,9,0,7,4,1
2025-11-01 11:33:00,5,1,0,11,33,9,0,8,5,1
2025-11-01 11:34:00,5,1,0,11,34,9,0,9,5,1
2025-11-01 11:35:00,5,1,0,11,35,9,0,10,6,1
2025-11-01 11:36:00,5,1,0,11,36,9,0,11,6,1
2025-11-01 11:38:00,5,1,0,11,38,9,0,12,6,1
2025-11-01 11:39:00,5,1,0,11,39,9,0,13,7,1
2025-11-01 11:42:00,5,1,0,11,42,9,0,14,7,0
2025-11-01 11:42:00,5,1,0,11,42,9,0,15,8,0
2025-11-01 11:43:00,5,1,0,11,43,9,0,16,8,0
2025-11-01 11:43:00,5,1,0,11,43,9,0,17,8,0
2025-11-01 11:44:00,5,1,0,11,44,9,0,18,9,0
2025-11-01 11:45:00,5,1,0,11,45,9,0,19,9,0
2025-11-01 11:46:00,5,1,0,11,46,9,0,20,10,0
2025-11-01 11:47:00,5,1,0,11,47,9,0,21,11,0
2025-11-01 11:49:00,5,1,0,11,49,10,0,2,2,1
2025-11-01 11:50:00,5,1,0,11,50,10,0,3,2,1
2025-11-01 11:51:00,5,1,0,11,51,10,0,4,3,1
2025-11-01 11:52:00,5,1,0,11,52,10,0,5,3,1
2025-11-01 11:52:00,5,1,0,11,52,10,0,6,4,1
2025-11-01 11:54:00,5,1,0,11,54,10,0,7,4,1
2025-11-01 11:54:00,5,1,0,11,54,10,0,8,5,1
2025-11-01 11:55:00,5,1,0,11,55,10,0,9,5,1
2025-11-01 11:56:00,5,1,0,11,56,10,0,10,6,1
2025-11-01 11:56:00,5,1,0,11,56,10,0,11,6,1
2025-11-01 11:57:00,5,1,0,11,57,10,0,12,6,1
2025-11-01 11:59:00,5,1,0,11,59,10,0,13,7,1
2025-11-01 12:00:00,5,1,0,12,0,10,0,14,7,0
2025-11-01 12:00:00,5,1,0,12,0,10,0,15,8,0
2025-11-01 12:01:00,5,1,0,12,1,10,0,16,8,0
2025-11-01 12:01:00,5,1,0,12,1,10,0,17,8,0
2025-11-01 12:02:00,5,1,0,12,2,10,0,18,9,0
2025-11-01 12:03:00,5,1,0,12,3,10,0,19,9,0
2025-11-01 12:04:00,5,1,0,12,4,10,0,20,10,0
2025-11-01 12:07:00,5,1,0,12,7,11,0,2,2,1
2025-11-01 12:08:00,5,1,0,12,8,11,0,3,2,1
2025-11-01 12:09:00,5,1,0,12,9,11,0,4,3,1
2025-11-01 12:10:00,5,1,0,12,10,11,0,5,3,1
2025-11-01 12:10:00,5,1,0,12,10,11,0,6,4,1
2025-11-01 12:12:00,5,1,0,12,12,11,0,7,4,1
2025-11-01 12:12:00,5,1,0,12,12,11,0,8,5,1
2025-11-01 12:13:00,5,1,0,12,13,11,0,9,5,1
2025-11-01 12:14:00,5,1,0,12,14,11,0,10,6,1
2025-11-01 12:15:00,5,1,0,12,15,11,0,11,6,1
2025-11-01 12:17:00,5,1,0,12,17,11,0,12,6,1
2025-11-01 12:17:00,5,1,0,12,17,11,0,13,7,1
2025-11-01 12:18:00,5,1,0,12,18,11,0,14,7,0
2025-11-01 12:19:00,5,1,0,12,19,11,0,15,8,0
2025-11-01 12:19:00,5,1,0,12,19,11,0,16,8,0
2025-11-01 12:19:00,5,1,0,12,19,11,0,17,8,0
2025-11-01 12:20:00,5,1,0,12,20,11,0,18,9,0
2025-11-01 12:21:00,5,1,0,12,21,11,0,19,9,0
2025-11-01 12:22:00,5,1,0,12,22,11,0,20,10,0
2025-11-01 12:23:00,5,1,0,12,23,11,0,21,11,0
2025-11-01 13:18:00,5,1,0,13,18,12,0,2,2,1
2025-11-01 13:19:00,5,1,0,13,19,12,0,3,2,1
2025-11-01 13:21:00,5,1,0,13,21,12,0,4,3,1
2025-11-01 13:22:00,5,1,0,13,22,12,0,5,3,1
2025-11-01 13:22:00,5,1,0,13,22,12,0,6,4,1
2025-11-01 13:24:00,5,1,0,13,24,12,0,7,4,1
2025-11-01 13:27:00,5,1,0,13,27,12,0,8,5,1
2025-11-01 13:28:00,5,1,0,13,28,12,0,9,5,1
2025-11-01 13:29:00,5,1,0,13,29,12,0,10,6,1
2025-11-01 13:30:00,5,1,0,13,30,12,0,11,6,1
2025-11-01 13:30:00,5,1,0,13,30,12,0,12,6,1
2025-11-01 13:32:00,5,1,0,13,32,12,0,13,7,1
2025-11-01 13:33:00,5,1,0,13,33,12,0,14,7,0
2025-11-01 13:33:00,5,1,0,13,33,12,0,15,8,0
2025-11-01 13:34:00,5,1,0,13,34,12,0,16,8,0
2025-11-01 13:34:00,5,1,0,13,34,12,0,17,8,0
2025-11-01 13:35:00,5,1,0,13,35,12,0,18,9,0
2025-11-01 13:36:00,5,1,0,13,36,12,0,19,9,0
2025-11-01 13:37:00,5,1,0,13,37,12,0,20,10,0
2025-11-01 13:38:00,5,1,0,13,38,12,0,21,11,0
2025-11-01 13:48:00,5,1,0,13,48,13,0,2,2,1
2025-11-01 13:48:00,5,1,0,13,48,13,0,3,2,1
2025-11-01 13:51:00,5,1,0,13,51,13,0,4,3,1
2025-11-01 13:52:00,5,1,0,13,52,13,0,5,3,1
2025-11-01 13:52:00,5,1,0,13,52,13,0,6,4,1
2025-11-01 13:54:00,5,1,0,13,54,13,0,7,4,1
2025-11-01 13:57:00,5,1,0,13,57,13,0,8,5,1
2025-11-01 13:58:00,5,1,0,13,58,13,0,9,5,1
2025-11-01 13:59:00,5,1,0,13,59,13,0,10,6,1
2025-11-01 13:59:00,5,1,0,13,59,13,0,11,6,1
2025-11-01 14:00:00,5,1,0,14,0,13,0,12,6,1
2025-11-01 14:02:00,5,1,0,14,2,13,0,13,7,1
2025-11-01 14:03:00,5,1,0,14,3,13,0,14,7,0
2025-11-01 14:03:00,5,1,0,14,3,13,0,15,8,0
2025-11-01 14:04:00,5,1,0,14,4,13,0,16,8,0
2025-11-01 14:04:00,5,1,0,14,4,13,0,17,8,0
2025-11-01 14:06:00,5,1,0,14,6,13,0,18,9,0
2025-11-01 14:07:00,5,1,0,14,7,13,0,19,9,0
2025-11-01 14:07:00,5,1,0,14,7,13,0,20,10,0
2025-11-01 14:08:00,5,1,0,14,8,13,0,21,11,0
2025-11-01 14:17:00,5,1,0,14,17,14,0,2,2,1
2025-11-01 14:18:00,5,1,0,14,18,14,0,3,2,1
2025-11-01 14:21:00,5,1,0,14,21,14,0,4,3,1
2025-11-01 14:21:00,5,1,0,14,21,14,0,5,3,1
2025-11-01 14:22:00,5,1,0,14,22,14,0,6,4,1
2025-11-01 14:24:00,5,1,0,14,24,14,0,7,4,1
2025-11-01 14:27:00,5,1,0,14,27,14,0,8,5,1
2025-11-01 14:28:00,5,1,0,14,28,14,0,9,5,1
2025-11-01 14:29:00,5,1,0,14,29,14,0,10,6,1
2025-11-01 14:29:00,5,1,0,14,29,14,0,11,6,1
2025-11-01 14:30:00,5,1,0,14,30,14,0,12,6,1
2025-11-01 14:32:00,5,1,0,14,32,14,0,13,7,1
2025-11-01 14:33:00,5,1,0,14,33,14,0,14,7,0
2025-11-01 14:33:00,5,1,0,14,33,14,0,15,8,0
2025-11-01 14:34:00,5,1,0,14,34,14,0,16,8,0
2025-11-01 14:34:00,5,1,0,14,34,14,0,17,8,0
2025-11-01 14:35:00,5,1,0,14,35,14,0,18,9,0
2025-11-01 14:36:00,5,1,0,14,36,14,0,19,9,0
2025-11-01 14:36:00,5,1,0,14,36,14,0,20,10,0
2025-11-01 14:38:00,5,1,0,14,38,14,0,21,11,0
2025-11-01 14:47:00,5,1,0,14,47,15,0,2,2,1
2025-11-01 14:48:00,5,1,0,14,48,15,0,3,2,1
2025-11-01 14:51:00,5,1,0,14,51,15,0,4,3,1
2025-11-01 14:52:00,5,1,0,14,52,15,0,5,3,1
2025-11-01 14:52:00,5,1,0,14,52,15,0,6,4,1
2025-11-01 14:54:00,5,1,0,14,54,15,0,7,4,1
2025-11-01 14:57:00,5,1,0,14,57,15,0,8,5,1
2025-11-01 14:58:00,5,1,0,14,58,15,0,9,5,1
2025-11-01 14:59:00,5,1,0,14,59,15,0,10,6,1
2025-11-01 15:00:00,5,1,0,15,0,15,0,11,6,1
2025-11-01 15:00:00,5,1,0,15,0,15,0,12,6,1
2025-11-01 15:02:00,5,1,0,15,2,15,0,13,7,1
2025-11-01 15:03:00,5,1,0,15,3,15,0,14,7,0
2025-11-01 15:04:00,5,1,0,15,4,15,0,15,8,0
2025-11-01 15:04:00,5,1,0,15,4,15,0,16,8,0
2025-11-01 15:05:00,5,1,0,15,5,15,0,17,8,0
2025-11-01 15:05:00,5,1,0,15,5,15,0,18,9,0
2025-11-01 15:06:00,5,1,0,15,6,15,0,19,9,0
2025-11-01 15:07:00,5,1,0,15,7,15,0,20,10,0
2025-11-01 15:08:00,5,1,0,15,8,15,0,21,11,0
2025-11-01 15:15:00,5,1,0,15,15,16,0,2,2,1
2025-11-01 15:15:00,5,1,0,15,15,16,0,3,2,1
2025-11-01 15:18:00,5,1,0,15,18,16,0,4,3,1
2025-11-01 15:19:00,5,1,0,15,19,16,0,5,3,1
2025-11-01 15:19:00,5,1,0,15,19,16,0,6,4,1
2025-11-01 15:21:00,5,1,0,15,21,16,0,7,4,1
2025-11-01 15:21:00,5,1,0,15,21,16,0,8,5,1
2025-11-01 15:22:00,5,1,0,15,22,16,0,9,5,1
2025-11-01 15:23:00,5,1,0,15,23,16,0,10,6,1
2025-11-01 15:24:00,5,1,0,15,24,16,0,11,6,1
2025-11-01 15:24:00,5,1,0,15,24,16,0,12,6,1
2025-11-01 15:26:00,5,1,0,15,26,16,0,13,7,1
2025-11-01 15:27:00,5,1,0,15,27,16,0,14,7,0
2025-11-01 15:27:00,5,1,0,15,27,16,0,15,8,0
2025-11-01 15:28:00,5,1,0,15,28,16,0,16,8,0
2025-11-01 15:28:00,5,1,0,15,28,16,0,17,8,0
2025-11-01 15:29:00,5,1,0,15,29,16,0,18,9,0
2025-11-01 15:30:00,5,1,0,15,30,16,0,19,9,0
2025-11-01 15:31:00,5,1,0,15,31,16,0,20,10,0
2025-11-01 15:32:00,5,1,0,15,32,16,0,21,11,0
2025-11-01 15:35:00,5,1,0,15,35,17,0,2,2,1
2025-11-01 15:36:00,5,1,0,15,36,17,0,3,2,1
2025-11-01 15:39:00,5,1,0,15,39,17,0,4,3,1
2025-11-01 15:40:00,5,1,0,15,40,17,0,5,3,1
2025-11-01 15:40:00,5,1,0,15,40,17,0,6,4,1
2025-11-01 15:42:00,5,1,0,15,42,17,0,7,4,1
2025-11-01 15:42:00,5,1,0,15,42,17,0,8,5,1
2025-11-01 15:43:00,5,1,0,15,43,17,0,9,5,1
2025-11-01 15:44:00,5,1,0,15,44,17,0,10,6,1
2025-11-01 15:44:00,5,1,0,15,44,17,0,11,6,1
2025-11-01 15:45:00,5,1,0,15,45,17,0,12,6,1
2025-11-01 15:47:00,5,1,0,15,47,17,0,13,7,1
2025-11-01 15:48:00,5,1,0,15,48,17,0,14,7,0
2025-11-01 15:49:00,5,1,0,15,49,17,0,15,8,0
2025-11-01 15:49:00,5,1,0,15,49,17,0,16,8,0
2025-11-01 15:49:00,5,1,0,15,49,17,0,17,8,0
2025-11-01 15:50:00,5,1,0,15,50,17,0,18,9,0
2025-11-01 15:52:00,5,1,0,15,52,17,0,19,9,0
2025-11-01 15:52:00,5,1,0,15,52,17,0,20,10,0
2025-11-01 15:53:00,5,1,0,15,53,17,0,21,11,0
2025-11-01 15:58:00,5,1,0,15,58,18,0,2,2,1
2025-11-01 15:59:00,5,1,0,15,59,18,0,3,2,1
2025-11-01 16:00:00,5,1,0,16,0,18,0,4,3,1
2025-11-01 16:01:00,5,1,0,16,1,18,0,5,3,1
2025-11-01 16:01:00,5,1,0,16,1,18,0,6,4,1
2025-11-01 16:03:00,5,1,0,16,3,18,0,7,4,1
2025-11-01 16:06:00,5,1,0,16,6,18,0,8,5,1
2025-11-01 16:07:00,5,1,0,16,7,18,0,9,5,1
2025-11-01 16:08:00,5,1,0,16,8,18,0,10,6,1
2025-11-01 16:10:00,5,1,0,16,10,18,0,11,6,1
2025-11-01 16:11:00,5,1,0,16,11,18,0,12,6,1
2025-11-01 16:12:00,5,1,0,16,12,18,0,13,7,1
2025-11-01 16:15:00,5,1,0,16,15,18,0,14,7,0
2025-11-01 16:15:00,5,1,0,16,15,18,0,15,8,0
2025-11-01 16:16:00,5,1,0,16,16,18,0,16,8,0
2025-11-01 16:16:00,5,1,0,16,16,18,0,17,8,0
2025-11-01 16:17:00,5,1,0,16,17,18,0,18,9,0
2025-11-01 16:18:00,5,1,0,16,18,18,0,19,9,0
2025-11-01 16:19:00,5,1,0,16,19,18,0,20,10,0
2025-11-01 16:20:00,5,1,0,16,20,18,0,21,11,0
2025-11-01 16:26:00,5,1,0,16,26,19,0,2,2,1
2025-11-01 16:27:00,5,1,0,16,27,19,0,3,2,1
2025-11-01 16:30:00,5,1,0,16,30,19,0,4,3,1
2025-11-01 16:31:00,5,1,0,16,31,19,0,5,3,1
2025-11-01 16:31:00,5,1,0,16,31,19,0,6,4,1
2025-11-01 16:33:00,5,1,0,16,33,19,0,7,4,1
2025-11-01 16:33:00,5,1,0,16,33,19,0,8,5,1
2025-11-01 16:34:00,5,1,0,16,34,19,0,9,5,1
2025-11-01 16:35:00,5,1,0,16,35,19,0,10,6,1
2025-11-01 16:35:00,5,1,0,16,35,19,0,11,6,1
2025-11-01 16:36:00,5,1,0,16,36,19,0,12,6,1
2025-11-01 16:38:00,5,1,0,16,38,19,0,13,7,1
2025-11-01 16:39:00,5,1,0,16,39,19,0,14,7,0
2025-11-01 16:39:00,5,1,0,16,39,19,0,15,8,0
2025-11-01 16:40:00,5,1,0,16,40,19,0,16,8,0
2025-11-01 16:40:00,5,1,0,16,40,19,0,17,8,0
2025-11-01 16:41:00,5,1,0,16,41,19,0,18,9,0
2025-11-01 16:42:00,5,1,0,16,42,19,0,19,9,0
2025-11-01 16:43:00,5,1,0,16,43,19,0,20,10,0
2025-11-01 16:46:00,5,1,0,16,46,20,0,2,2,1
2025-11-01 16:47:00,5,1,0,16,47,20,0,3,2,1
2025-11-01 16:48:00,5,1,0,16,48,20,0,4,3,1
2025-11-01 16:49:00,5,1,0,16,49,20,0,5,3,1
2025-11-01 16:49:00,5,1,0,16,49,20,0,6,4,1
2025-11-01 16:51:00,5,1,0,16,51,20,0,7,4,1
2025-11-01 16:51:00,5,1,0,16,51,20,0,8,5,1
2025-11-01 16:52:00,5,1,0,16,52,20,0,9,5,1
2025-11-01 16:53:00,5,1,0,16,53,20,0,10,6,1
2025-11-01 16:53:00,5,1,0,16,53,20,0,11,6,1
2025-11-01 16:54:00,5,1,0,16,54,20,0,12,6,1
2025-11-01 16:56:00,5,1,0,16,56,20,0,13,7,1
2025-11-01 16:57:00,5,1,0,16,57,20,0,14,7,0
2025-11-01 16:57:00,5,1,0,16,57,20,0,15,8,0
2025-11-01 16:58:00,5,1,0,16,58,20,0,16,8,0
2025-11-01 16:58:00,5,1,0,16,58,20,0,17,8,0
2025-11-01 16:59:00,5,1,0,16,59,20,0,18,9,0
2025-11-01 17:00:00,5,1,0,17,0,20,0,19,9,0
2025-11-01 17:01:00,5,1,0,17,1,20,0,20,10,0
2025-11-01 17:04:00,5,1,0,17,4,21,0,2,2,1
2025-11-01 17:05:00,5,1,0,17,5,21,0,3,2,1
2025-11-01 17:06:00,5,1,0,17,6,21,0,4,3,1
2025-11-01 17:07:00,5,1,0,17,7,21,0,5,3,1
2025-11-01 17:07:00,5,1,0,17,7,21,0,6,4,1
2025-11-01 17:09:00,5,1,0,17,9,21,0,7,4,1
2025-11-01 17:09:00,5,1,0,17,9,21,0,8,5,1
